BP Number,Priority,Description,Network Type(s),Industry Role(s),Keywords,Public Safety and Disaster,Reference,cable,internet/Data,satellite,wireless,wireline,Service Provider,Network Operator,"Priority (1,2,3)",Equipment Supplier,Property Manager,Government,Public Safety
12-10-1070,Highly Important,"Network Operators, Service Providers, Property Managers, and Public Safety should utilize a UL standard for Transfer Switch Equipment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Buildings; Network Operations; Power; Procedures;,TRUE,http://www.ul.com/global/eng/pages/solutions/stan dards/accessstandards/,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE
12-10-1071,Highly Important,"Network Operators, Service Providers, Property Managers, and Public Safety should mechanically and electrically interlock transfer breaker systems when they are utilized.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Buildings; Network Operations; Power; Procedures;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE
12-10-1072,Highly Important,"Network Operators, Service Providers, Property Managers, and Public Safety should verify that protector size does not exceed cable rated current capacity.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Fire; Hardware; Network Operations; Power;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE
12-10-5002,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should develop and implement periodic physical inspections and maintenance as required for all critical security systems.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Physical Security Management; Procedures; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5003,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should periodically audit compliance with physical security policies and procedures.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Guard Services; Physical Security Management; Procedures; Security Systems;,TRUE,"Examples of policies and procedures for review may include access control, key control, property control, video surveillance, ID administration, sign-in procedures, guard compliance.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5005,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should conduct electronic surveillance (e.g., CCTV, access control logs, alarm monitoring) at critical access points and preserve the data for investigation.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Access Control; Buildings; Physical Security Management; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5009,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should ensure that access control records are retained in conjunction with company standards.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Documentation; Physical Security Management; Procedures; Security Systems; Visitors;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5010,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should deploy security measures in proportion to the criticality of the facility or area being served.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Access Control; Buildings; Physical Security Management; Policy; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5011,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should alarm and monitor critical facility access points to detect intrusion or unsecured access (e.g., doors being propped open).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Physical Security Management; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5013,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers and Public Safety should  consider establishing hierarchical key control system(s) (e.g., Master Key Control systems) with record keeping databases in facilities where master key systems are used. Master Key Control system should be implemented so that keys are distributed only to those with need for access into the locked space (e.g., perimeter doors, offices, restricted areas).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Documentation; Physical Security Management; Procedures; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5014,Important,"Network Operators, Service Providers, Public Safety, Equipment Suppliers and Property Managers should establish and maintain inventory control measures to protect all media associated with Master Key Control (MKC) systems and access control systems (e.g. master keys, key blanks, cards, tokens, fobs).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Information Protection; Physical Security Management; Procedures; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5019,Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should consider establishing an employee awareness training program to inform employees who create, receive or transfer proprietary information of their responsibilities for compliance with proprietary information protection policies and procedures.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Corporate Ethics; Human Resources; Information Protection; Policy; Procedures; Supervision; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-10-5021,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should establish procedures for access control, exception access, and identification for all individuals (including visitors, contractors, and vendors) that provide for the issuing of ID badges, sign-in and escorting where appropriate, with challenging of non-badged personnel.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Guard Services; Human Resources; Physical Security Management; Policy; Procedures; Training and Awareness; Visitors;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5022,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should internally identify locations of critical infrastructure for emergency planning and security, and protect it as highly sensitive proprietary information.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Buildings; Business Continuity; Documentation; Emergency Preparedness; Information Protection; Physical Security Management; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5024,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should include physical security as an integral part of the strategic business planning and decision making process to ensure that security risks are properly identified and appropriately mitigated.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Corporate Ethics; Emergency Preparedness; Physical Security Management; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5025,Important,"Network Operators, Service Providers, and Equipment Suppliers should include physical security as an integral part of the merger, acquisition and divestiture process to ensure that security risks are proactively identified and appropriate plans are developed to facilitate the integration and migration of organizational functions (e.g., Due Diligence investigations, integration of policy and procedures).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier;,Corporate Ethics; Physical Security Management; Policy;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE
12-10-5026,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should include security as an integral part of the facility construction process to ensure that security risks are proactively identified and appropriate solutions are included in the design of the facility.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Buildings; Material Movement; Physical Security Management; Policy; Security Systems;,TRUE,"See http://www.gsa.gov/graphics/ogp/2003springsecurityinsert_R2NX1-u_0Z5RDZ-i34K-pR.pdf . Where appropriate, this review may include elements such as facility location selection, security system design, configuration of the lobby, limitation of outside access points (both doors and windows), location of mailroom, compartmentalization of loading docks, design of parking setbacks, placement and protection of air handling systems and air intakes, structural enhancements, and ramming protection. Consider sign off authority for security and safety on all construction projects.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5027,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Property Managers should collaborate during major events (e.g., hiring, downsizing, outsourcing, labor disputes, civil disorder).to ensure that security risks are identified and plans are developed to protect the company's personnel and assets.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Property Manager;,Access Control; Buildings; Corporate Ethics; Disaster Recovery; Emergency Preparedness; Human Resources; Industry Cooperation; Physical Security Management; Policy;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,FALSE
12-10-5030,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should provide a level of security protection over critical inventory (i.e., spares) that is proportionate to the criticality of the equipment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Access Control; Emergency Preparedness; Hardware; Material Movement; Network Elements; Network Operations; Physical Security Management; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5031,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should establish a role for the security function (i.e., physical and cyber) in business continuity planning, including emergency response plans and periodic tests of such plans.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Business Continuity; Cyber Security; Emergency Preparedness; Physical Security Management; Policy; Procedures; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5032,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should establish a procedure governing the assignment of facility access levels.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Disaster Recovery; Emergency Preparedness; Guard Services; Information Protection; Physical Security Management; Procedures; Security Systems;,TRUE,"This could include, but is not limited to buildings, equipment rooms, and access points.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5033,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should consider establishing and implementing background investigation policies that include criminal background checks of employees.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Corporate Ethics; Human Resources; Liaison; Policy;,TRUE,The policy should detail elements of the background investigation as well as disqualification criteria.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5034,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should consider establishing contractual obligations requiring contractors, subcontractors and vendors to conduct background investigations of all personnel who require unescorted access to areas of critical infrastructure or who require access to sensitive information related to critical infrastructure.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Corporate Ethics; Guard Services; Human Resources; Physical Security Management; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5041,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should establish and implement policies and procedures to secure and restrict access to power, environmental, security, and fire protection systems.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Fire; Physical Security Management; Policy; Power; Procedures;,TRUE,"Examples of power, environmental systems security and fire protection systems: HVAC, standby emergency power, generators, UPS, access security, building automation, elevators, and fire alarm systems.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5042,Important,"Network Operators, Service Providers, Property Managers, and Public Safety should establish and implement policies and procedures to secure and restrict access to fuel supplies.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Access Control; Buildings; Emergency Preparedness; Fire; Physical Security Management; Policy; Power; Procedures;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,TRUE
12-10-5043,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should comply with security standards for perimeter lighting.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Buildings; Physical Security Management;,TRUE,"For example; SLB, IESNA (Illuminating Engineering Society of N. America) at http://www.iesna.org",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5044,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should plan and maintain landscaping at facilities to enhance the overall level of building security wherever possible.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Buildings; Fire; Physical Security Management;,TRUE,"Landscaping at critical facilities should not obstruct necessary security lighting or camera views of ingress and egress areas, and landscaping should also avoid creating fire hazards or hiding places.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5046,Highly Important,"Network Operators, Property Managers, and Public Safety should ensure critical infrastructure utility vaults are secured from unauthorized access.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety; Property Manager;,Access Control; Buildings; Facilities - Transport; Physical Security Management;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE
12-10-5057,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should consider an enhanced level of emergency response for locations supporting critical functions.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Buildings; Disaster Recovery; Emergency Preparedness; Essential Services; Network Operations; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5058,Critical,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should ensure that all critical infrastructure facilities, including the security equipment, devices and appliances protecting it, are supported by backup power systems (e.g., batteries, generators, fuel cells).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Buildings; Emergency Preparedness; Network Operations; Physical Security Management; Power; Public Safety and Disaster; Security Systems;,TRUE,Some local regulations and building codes may influence the options available.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE
12-10-5061,Important,"Equipment Suppliers should consider ergonomics and human-centric factors when designing user interfaces (e.g., hardware labeling, software, documentation).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Equipment Supplier;,Documentation; Hardware; Network Elements; Software;,FALSE,"See  GR-2914 , Human Factors Requirements for Equipment to Improve Network Integrity, Telcordia and GR454 Requirements for Supplier-Provided Documentation, Telcordia at  http://telecom-info.telcordia.com/site-cgi/ido/docs2.pl?ID=170086171&page=home. See NRSC 105 Procedural Outage Reduction: Addressing the Human Part at  http://www.atis.org/docstore",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
12-10-5062,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should staff critical functions at appropriate levels, considering human factors such as workload and fatigue.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Disaster Recovery; Emergency Preparedness; Human Resources; Network Operations; Pandemic; Physical Security Management; Supervision;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5066,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should ensure that sensitive information pertaining to critical infrastructure is considered proprietary and access is restricted appropriately, both internally and externally.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Corporate Ethics; Cyber Security; Documentation; Information Protection; Policy;,TRUE,Appropriate markings are required to qualify for exemption from disclosure under FOIA.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5067,Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should make security an ongoing priority and implement an annual compliance requirement for the completion of a security awareness program.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Policy; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-10-5069,Important,Property Managers should require all tenants to adhere to the security standards set for colocation sites.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Property Manager;,Access Control; Buildings; Corporate Ethics; Industry Cooperation; Physical Security Management; Policy;,FALSE,In order to prevent/mitigate security compromise/loss/downtime.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE
12-10-5070,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should consider establishment of a senior management function for a chief security officer (CSO) or functional equivalent to direct and manage both physical and cyber security.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Corporate Ethics; Cyber Security; Physical Security Management; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5072,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should perform risk assessments on key network facilities and control areas on a regular basis, taking into account natural disasters and unintentional or intentional acts of people impacting the facility or nearby structures.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Buildings; Emergency Preparedness; Facilities - Transport; Network Operations; Pandemic; Physical Security Management;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5074,Critical,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should document in a Disaster Recovery Plan the process for restoring physical security control points for critical infrastructure facilities.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Access Control; Disaster Recovery; Emergency Preparedness; Physical Security Management; Procedures; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-10-5075,Highly Important,"Network Operators, Service Providers, and Public Safety should ensure that networks built with redundancy are also built with geographic separation where feasible (e.g., avoid placing mated pairs in the same location and redundant logical facilities in the same physical path).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Essential Services; Facilities - Transport; Network Elements; Network Operations; Network Provisioning; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-10-5078,Highly Important,"Network Operators, Service Providers, and Public Safety should be automatically notified upon the loss of alarm data and react accordingly.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Facilities - Transport; Network Operations; Physical Security Management; Security Systems;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-10-5080,Highly Important,"Network Operators, Service Providers, and Public Safety should identify and track critical network equipment, location of spares, and sources of spares to ensure the long term continuity and availability of communication service.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Emergency Preparedness; Hardware; Network Elements; Network Operations;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-10-5083,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should maintain the availability of spares for critical network systems.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Hardware; Network Elements; Network Operations; Pandemic;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-10-5084,Critical,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should consider ensuring that outsourcing of hardware and software includes a quality assessment, functional testing and security testing by an independent entity.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Corporate Ethics; Hardware; Network Elements; Policy; Software;,TRUE,"Independent entities do not include the source supplier.  Quality and security testing may include the following: GR929 (RQMS), GR815, TL9000.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-10-5089,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should establish, implement and enforce appropriate procedures for the storage and movement of equipment and material, including trash removal, to deter theft.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Buildings; Corporate Ethics; Fire; Hardware; Information Protection; Material Movement; Physical Security Management; Procedures;,TRUE,"This will help minimize potential theft, tampering, introduction of harmful materials, inadvertent exposure of critical information, and reduce the risk of fire.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5091,Important,"Network Operators, Service Providers, and Equipment Suppliers should develop and implement, as appropriate, travel security awareness training and briefings before traveling internationally.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier;,Business Continuity; Human Resources; Policy; Training and Awareness;,FALSE,The US Department of State offers information on international travel at http://www.state.gov/travel/,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE
12-10-5092,Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should establish an incident reporting mechanism and investigations program so that security or safety related events are recorded, analyzed, and investigated as appropriate.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Physical Security Management; Procedures;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-10-5095,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should implement a security response plan for communications facilities that recognizes the threats identified in the National Terrorism Advisory System.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Business Continuity; Emergency Preparedness; Human Resources; Liaison; Physical Security Management; Policy; Procedures;,TRUE,In order to prevent terrorist/criminal access and activity.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-10-5099,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should consider keeping centralized trash storage outside the building and dumpsters located away from the building to reduce the potential for fire and access to the building.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Access Control; Buildings; Fire; Material Movement; Physical Security Management;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
12-10-5105,Important,"Network Operators, Service Providers, and Equipment Suppliers should consider the security implications of equipment movement both domestically and internationally, including movement across borders and through ports of entry.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier;,Hardware; Liaison; Material Movement; Physical Security Management;,FALSE,US Custom's and Trade Partnership Against Terrorism (C-TPAT) initiative to strengthen overall supply chain and border security). See http://www.cbp.gov/xp/cgov/trade/cargo_security/ctpat/,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE
12-10-5106,Important,"Network Operators, Service Providers, and Equipment Suppliers should consider participating in and complying with industry organizations that develops standards for security, logistics and transportation practices.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier;,Industry Cooperation; Material Movement; Physical Security Management; Policy;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE
12-10-5110,Highly Important,"Network Operators and Public Safety should not share information pertaining to the criticality of individual communication facilities or the traffic they carry, except with trusted entities for justified specific purposes with appropriate protections against further disclosure.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety;,Corporate Ethics; Documentation; Facilities - Transport; Industry Cooperation; Information Protection; Liaison; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-10-5111,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Public Safety, and Government should not share information regarding the location, configuration or composition of the telecommunication infrastructure without proper information protection measures.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Government; Public Safety;,Corporate Ethics; Documentation; Facilities - Transport; Industry Cooperation; Information Protection; Liaison; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE
12-10-5114,Important,"Network Operators, Service Providers, Equipment Suppliers, and Property Managers should establish, implement and enforce mailroom and delivery screening procedures that recognize changes in threat conditions and increase attention to security as appropriate.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Property Manager;,Disaster Recovery; Emergency Preparedness; Material Movement; Physical Security Management; Procedures; Supervision; Training and Awareness;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,FALSE
12-10-5116,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should provide periodic briefings on guidance to personnel (employees or contractors) involved in shipping, receiving or mailroom activities for identifying suspicious letters or parcels and protocols for handling any suspicious items.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Emergency Preparedness; Guard Services; Human Resources; Liaison; Material Movement; Physical Security Management; Supervision; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
